,Date,Team,2007,Last 3,Last 1,Home,Away,2006,Current,Previous
2949,2007-07-14,Atlanta,,0.667,1.000,0.500,0.558,,0.532,1.000
2950,2007-07-14,NY Mets,,0.333,0.000,0.537,0.525,,0.531,--
2951,2007-07-14,Philadelphia,,0.667,1.000,0.550,0.512,,0.530,0.000
2952,2007-07-14,Arizona,,0.333,1.000,0.595,0.455,,0.519,--
2953,2007-07-14,Minnesota,,0.667,1.000,0.556,0.476,,0.513,1.000
2954,2007-07-14,Colorado,,0.667,1.000,0.571,0.432,,0.506,--
2955,2007-07-14,NY Yankees,,0.667,0.000,0.605,0.378,,0.493,--
2956,2007-07-14,Toronto,,0.667,1.000,0.583,0.405,,0.487,0.000
2957,2007-07-14,Miami,,0.333,0.000,0.410,0.548,,0.482,--
2958,2007-07-14,Oakland,,0.000,0.000,0.487,0.463,,0.475,--
2959,2007-07-14,Kansas City,,0.667,0.000,0.455,0.500,,0.474,--
2960,2007-07-14,Pittsburgh,,0.333,0.000,0.524,0.385,,0.457,--
2961,2007-07-14,St. Louis,,0.333,0.000,0.526,0.385,,0.455,0.000
2962,2007-07-14,Chi Sox,,0.667,0.000,0.421,0.474,,0.447,--
2963,2007-07-14,SF Giants,,0.333,0.000,0.512,0.368,,0.443,--
2964,2007-07-14,Texas,,0.333,0.000,0.500,0.350,,0.423,--
2965,2007-07-14,Washington,,1.000,1.000,0.415,0.421,,0.418,--
2966,2007-07-14,Houston,,0.333,0.000,0.524,0.300,,0.415,--
2967,2007-07-14,Baltimore,,0.333,1.000,0.432,0.375,,0.403,--
2968,2007-07-14,Cincinnati,,0.667,1.000,0.429,0.368,,0.400,1.000
2969,2007-07-14,Tampa Bay,,0.333,1.000,0.450,0.306,,0.382,--
2970,2007-07-15,LA Angels,,0.667,1.000,0.714,0.605,,0.663,--
2971,2007-07-15,Cleveland,,0.333,0.000,0.718,0.488,,0.598,--
2972,2007-07-15,Seattle,,0.667,1.000,0.675,0.512,,0.593,--
2973,2007-07-15,Detroit,,0.333,0.000,0.561,0.629,,0.592,--
2974,2007-07-15,Boston,,0.667,1.000,0.632,0.539,,0.584,--
2975,2007-07-15,San Diego,,0.000,0.000,0.561,0.553,,0.557,0.000
2976,2007-07-15,Milwaukee,,0.333,1.000,0.698,0.395,,0.556,--
2977,2007-07-15,LA Dodgers,,1.000,1.000,0.550,0.537,,0.543,--
2978,2007-07-15,Atlanta,,1.000,1.000,0.514,0.558,,0.538,1.000
2979,2007-07-15,Chi Cubs,,0.667,1.000,0.541,0.535,,0.538,1.000
2980,2007-07-15,NY Mets,,0.667,1.000,0.548,0.525,,0.537,--
2981,2007-07-15,Philadelphia,,1.000,1.000,0.561,0.512,,0.536,0.000
2982,2007-07-15,Arizona,,0.667,1.000,0.605,0.455,,0.524,--
2983,2007-07-15,Minnesota,,1.000,1.000,0.568,0.476,,0.519,1.000
2984,2007-07-15,Colorado,,0.333,0.000,0.571,0.421,,0.500,--
2985,2007-07-15,NY Yankees,,0.667,1.000,0.605,0.395,,0.500,--
2986,2007-07-15,Miami,,0.333,1.000,0.425,0.548,,0.488,--
2987,2007-07-15,Toronto,,0.333,0.000,0.583,0.395,,0.481,0.000
2988,2007-07-15,Kansas City,,0.667,1.000,0.455,0.515,,0.481,--
2989,2007-07-15,Oakland,,0.000,0.000,0.487,0.452,,0.469,--
2990,2007-07-15,Pittsburgh,,0.333,0.000,0.524,0.375,,0.451,--
2991,2007-07-15,St. Louis,,0.333,0.000,0.526,0.375,,0.449,0.000
2992,2007-07-15,Chi Sox,,0.333,0.000,0.421,0.462,,0.442,--
2993,2007-07-15,SF Giants,,0.000,0.000,0.500,0.368,,0.438,--
2994,2007-07-15,Texas,,0.333,0.000,0.500,0.342,,0.418,--
2995,2007-07-15,Washington,,0.667,0.000,0.415,0.410,,0.413,--
2996,2007-07-15,Baltimore,,0.667,1.000,0.447,0.375,,0.410,--
2997,2007-07-15,Houston,,0.333,0.000,0.524,0.293,,0.410,--
2998,2007-07-15,Cincinnati,,0.333,0.000,0.429,0.359,,0.395,1.000
2999,2007-07-15,Tampa Bay,,0.333,0.000,0.439,0.306,,0.377,--
3000,2007-07-16,LA Angels,,0.667,0.000,0.698,0.605,,0.654,--
3001,2007-07-16,Cleveland,,0.667,1.000,0.725,0.488,,0.602,--
3002,2007-07-16,Detroit,,0.667,1.000,0.561,0.639,,0.597,--
3003,2007-07-16,Seattle,,0.333,0.000,0.659,0.512,,0.585,--
3004,2007-07-16,Boston,,0.333,0.000,0.615,0.539,,0.577,--
3005,2007-07-16,San Diego,,0.333,1.000,0.561,0.564,,0.563,0.000
3006,2007-07-16,Milwaukee,,0.667,1.000,0.705,0.395,,0.561,--
3007,2007-07-16,LA Dodgers,,1.000,1.000,0.550,0.548,,0.549,--
3008,2007-07-16,Atlanta,,1.000,1.000,0.526,0.558,,0.543,1.000
3009,2007-07-16,Chi Cubs,,1.000,1.000,0.553,0.535,,0.543,1.000
3010,2007-07-16,NY Mets,,0.667,1.000,0.558,0.525,,0.542,--
3011,2007-07-16,Philadelphia,,0.667,0.000,0.548,0.512,,0.529,0.000
3012,2007-07-16,Minnesota,,1.000,1.000,0.579,0.476,,0.525,1.000
3013,2007-07-16,Arizona,,0.667,0.000,0.590,0.455,,0.518,--
3014,2007-07-16,NY Yankees,,0.667,1.000,0.605,0.410,,0.507,--
3015,2007-07-16,Miami,,0.667,1.000,0.439,0.548,,0.494,--
3016,2007-07-16,Colorado,,0.333,0.000,0.571,0.410,,0.494,--
3017,2007-07-16,Toronto,,0.667,1.000,0.583,0.409,,0.488,0.000
3018,2007-07-16,Kansas City,,0.333,0.000,0.455,0.500,,0.474,--
3019,2007-07-16,Oakland,,0.000,0.000,0.487,0.442,,0.463,--
3020,2007-07-16,St. Louis,,0.333,1.000,0.526,0.390,,0.456,0.000
3021,2007-07-16,Pittsburgh,,0.000,0.000,0.524,0.366,,0.446,--
3022,2007-07-16,Chi Sox,,0.000,0.000,0.421,0.450,,0.436,--
3023,2007-07-16,SF Giants,,0.000,0.000,0.488,0.368,,0.432,--
3024,2007-07-16,Texas,,0.333,1.000,0.500,0.357,,0.425,--
3025,2007-07-16,Baltimore,,1.000,1.000,0.462,0.375,,0.418,--
3026,2007-07-16,Washington,,0.333,0.000,0.415,0.400,,0.407,--
3027,2007-07-16,Houston,,0.000,0.000,0.524,0.286,,0.405,--
3028,2007-07-16,Cincinnati,,0.333,0.000,0.429,0.350,,0.390,1.000
3029,2007-07-16,Tampa Bay,,0.333,0.000,0.429,0.306,,0.372,--
3030,2007-07-17,LA Angels,,0.667,0.000,0.698,0.605,,0.654,--
3031,2007-07-17,Detroit,,0.667,1.000,0.561,0.639,,0.597,--
3032,2007-07-17,Cleveland,,0.333,0.000,0.707,0.488,,0.595,--
3033,2007-07-17,Seattle,,0.667,1.000,0.667,0.512,,0.590,--
3034,2007-07-17,Boston,,0.667,1.000,0.625,0.539,,0.582,--
3035,2007-07-17,San Diego,,0.667,1.000,0.571,0.564,,0.568,0.000
3036,2007-07-17,Milwaukee,,1.000,1.000,0.711,0.395,,0.566,--
3037,2007-07-17,LA Dodgers,,1.000,1.000,0.561,0.548,,0.554,--
3038,2007-07-17,Chi Cubs,,1.000,1.000,0.564,0.535,,0.549,1.000
3039,2007-07-17,Atlanta,,0.667,0.000,0.513,0.558,,0.537,1.000
3040,2007-07-17,NY Mets,,0.667,0.000,0.558,0.512,,0.536,--
3041,2007-07-17,Minnesota,,1.000,1.000,0.579,0.476,,0.525,1.000
3042,2007-07-17,Philadelphia,,0.333,0.000,0.548,0.500,,0.523,0.000
3043,2007-07-17,NY Yankees,,1.000,1.000,0.615,0.410,,0.513,--
3044,2007-07-17,Arizona,,0.333,0.000,0.590,0.444,,0.512,--
3045,2007-07-17,Colorado,,0.333,1.000,0.571,0.425,,0.500,--
3046,2007-07-17,Miami,,0.667,0.000,0.429,0.548,,0.488,--
3047,2007-07-17,Toronto,,0.333,0.000,0.583,0.400,,0.482,0.000
3048,2007-07-17,Kansas City,,0.333,0.000,0.455,0.486,,0.468,--
3049,2007-07-17,St. Louis,,0.667,1.000,0.526,0.405,,0.463,0.000
3050,2007-07-17,Oakland,,0.000,0.000,0.475,0.442,,0.458,--
3051,2007-07-17,Chi Sox,,0.333,1.000,0.421,0.463,,0.443,--
3052,2007-07-17,Pittsburgh,,0.000,0.000,0.512,0.366,,0.441,--
3053,2007-07-17,Texas,,0.667,1.000,0.500,0.372,,0.432,--
3054,2007-07-17,SF Giants,,0.000,0.000,0.488,0.359,,0.427,--
3055,2007-07-17,Washington,,0.333,1.000,0.429,0.400,,0.415,--
3056,2007-07-17,Baltimore,,0.667,0.000,0.462,0.366,,0.413,--
3057,2007-07-17,Houston,,0.000,0.000,0.524,0.279,,0.400,--
3058,2007-07-17,Cincinnati,,0.333,1.000,0.429,0.366,,0.398,1.000
3059,2007-07-17,Tampa Bay,,0.333,0.000,0.429,0.306,,0.372,--
3060,2007-07-18,LA Angels,,0.333,0.000,0.698,0.590,,0.646,--
3061,2007-07-18,Detroit,,0.667,1.000,0.561,0.649,,0.603,--
3062,2007-07-18,Cleveland,,0.667,1.000,0.714,0.488,,0.600,--
3063,2007-07-18,Seattle,,0.333,0.000,0.651,0.512,,0.583,--
3064,2007-07-18,Boston,,0.333,0.000,0.610,0.539,,0.575,--
3065,2007-07-18,Milwaukee,,1.000,1.000,0.717,0.395,,0.571,--
3066,2007-07-18,San Diego,,0.667,0.000,0.558,0.564,,0.561,0.000
3067,2007-07-18,LA Dodgers,,0.667,0.000,0.548,0.548,,0.548,--
3068,2007-07-18,Chi Cubs,,0.667,0.000,0.550,0.535,,0.542,1.000
3069,2007-07-18,NY Mets,,0.667,1.000,0.558,0.524,,0.541,--
3070,2007-07-18,Atlanta,,0.333,0.000,0.500,0.558,,0.530,1.000
3071,2007-07-18,Philadelphia,,0.333,1.000,0.548,0.511,,0.529,0.000
3072,2007-07-18,NY Yankees,,1.000,1.000,0.625,0.410,,0.519,--
3073,2007-07-18,Minnesota,,0.667,0.000,0.564,0.476,,0.519,1.000
3074,2007-07-18,Colorado,,0.667,1.000,0.571,0.439,,0.506,--
3075,2007-07-18,Arizona,,0.000,0.000,0.590,0.435,,0.506,--
3076,2007-07-18,Miami,,0.667,1.000,0.442,0.548,,0.494,--
3077,2007-07-18,Toronto,,0.333,0.000,0.583,0.391,,0.476,0.000
3078,2007-07-18,Kansas City,,0.333,1.000,0.455,0.500,,0.475,--
3079,2007-07-18,St. Louis,,0.667,0.000,0.526,0.395,,0.457,0.000
3080,2007-07-18,Oakland,,0.000,0.000,0.463,0.442,,0.452,--
3081,2007-07-18,Texas,,1.000,1.000,0.500,0.386,,0.439,--
3082,2007-07-18,Chi Sox,,0.333,0.000,0.421,0.452,,0.438,--
3083,2007-07-18,Pittsburgh,,0.000,0.000,0.500,0.366,,0.435,--
3084,2007-07-18,SF Giants,,0.333,1.000,0.488,0.375,,0.434,--
3085,2007-07-18,Baltimore,,0.667,1.000,0.462,0.381,,0.420,--
3086,2007-07-18,Washington,,0.333,0.000,0.419,0.400,,0.410,--
3087,2007-07-18,Houston,,0.333,1.000,0.524,0.296,,0.407,--
3088,2007-07-18,Cincinnati,,0.667,1.000,0.429,0.381,,0.405,1.000
3089,2007-07-18,Tampa Bay,,0.333,1.000,0.442,0.306,,0.380,--
3090,2007-07-19,LA Angels,,0.000,0.000,0.698,0.575,,0.639,--
3091,2007-07-19,Detroit,,1.000,1.000,0.561,0.658,,0.608,--
3092,2007-07-19,Cleveland,,0.333,0.000,0.698,0.488,,0.593,--
3093,2007-07-19,Seattle,,0.667,1.000,0.659,0.512,,0.588,--
3094,2007-07-19,Boston,,0.333,0.000,0.595,0.539,,0.568,--
3095,2007-07-19,San Diego,,0.667,1.000,0.568,0.564,,0.566,0.000
3096,2007-07-19,Milwaukee,,0.667,0.000,0.702,0.395,,0.565,--
3097,2007-07-19,LA Dodgers,,0.667,1.000,0.558,0.548,,0.553,--
3098,2007-07-19,Chi Cubs,,0.667,1.000,0.561,0.535,,0.548,1.000
3099,2007-07-19,NY Mets,,0.333,0.000,0.558,0.512,,0.535,--
3100,2007-07-19,NY Yankees,,1.000,1.000,0.634,0.410,,0.525,--
3101,2007-07-19,Atlanta,,0.000,0.000,0.488,0.558,,0.524,1.000
3102,2007-07-19,Philadelphia,,0.333,0.000,0.548,0.500,,0.523,0.000
3103,2007-07-19,Minnesota,,0.333,0.000,0.550,0.476,,0.512,1.000
3104,2007-07-19,Colorado,,1.000,1.000,0.571,0.452,,0.512,--
3105,2007-07-19,Arizona,,0.333,1.000,0.590,0.447,,0.512,--
3106,2007-07-19,Miami,,0.333,0.000,0.432,0.548,,0.488,--
3107,2007-07-19,Kansas City,,0.667,1.000,0.455,0.514,,0.482,--
3108,2007-07-19,Toronto,,0.000,0.000,0.583,0.383,,0.470,0.000
3109,2007-07-19,St. Louis,,0.667,1.000,0.526,0.409,,0.463,0.000
3110,2007-07-19,Oakland,,0.333,1.000,0.476,0.442,,0.459,--
3111,2007-07-19,Chi Sox,,0.667,1.000,0.421,0.465,,0.444,--
3112,2007-07-19,Texas,,0.667,0.000,0.500,0.378,,0.434,--
3113,2007-07-19,Pittsburgh,,0.000,0.000,0.489,0.366,,0.430,--
3114,2007-07-19,SF Giants,,0.333,0.000,0.488,0.366,,0.429,--
3115,2007-07-19,Washington,,0.667,1.000,0.432,0.400,,0.417,--
3116,2007-07-19,Baltimore,,0.333,0.000,0.462,0.372,,0.415,--
3117,2007-07-19,Cincinnati,,1.000,1.000,0.429,0.395,,0.412,1.000
3118,2007-07-19,Houston,,0.333,0.000,0.524,0.289,,0.402,--
3119,2007-07-19,Tampa Bay,,0.667,1.000,0.455,0.306,,0.388,--
3120,2007-07-20,LA Angels,,0.333,1.000,0.698,0.585,,0.643,--
3121,2007-07-20,Detroit,,1.000,1.000,0.561,0.667,,0.613,--
3122,2007-07-20,Cleveland,,0.667,1.000,0.698,0.500,,0.598,--
3123,2007-07-20,Seattle,,0.667,1.000,0.659,0.512,,0.588,--
3124,2007-07-20,San Diego,,0.667,1.000,0.578,0.564,,0.571,0.000
3125,2007-07-20,Milwaukee,,0.667,1.000,0.708,0.395,,0.570,--
3126,2007-07-20,Boston,,0.000,0.000,0.581,0.539,,0.561,--
3127,2007-07-20,Chi Cubs,,0.667,1.000,0.571,0.535,,0.553,1.000
3128,2007-07-20,LA Dodgers,,0.333,0.000,0.546,0.548,,0.547,--
3129,2007-07-20,NY Mets,,0.667,1.000,0.558,0.523,,0.540,--
3130,2007-07-20,Atlanta,,0.333,1.000,0.500,0.558,,0.529,1.000
3131,2007-07-20,NY Yankees,,0.667,0.000,0.619,0.410,,0.519,--
3132,2007-07-20,Philadelphia,,0.333,0.000,0.548,0.489,,0.517,0.000
3133,2007-07-20,Minnesota,,0.000,0.000,0.537,0.476,,0.506,1.000
3134,2007-07-20,Colorado,,0.667,0.000,0.571,0.442,,0.506,--
3135,2007-07-20,Arizona,,0.333,0.000,0.590,0.438,,0.506,--
3136,2007-07-20,Miami,,0.333,0.000,0.422,0.548,,0.483,--
3137,2007-07-20,Kansas City,,0.667,1.000,0.455,0.514,,0.482,--
3138,2007-07-20,Toronto,,0.333,1.000,0.583,0.396,,0.476,0.000
3139,2007-07-20,Oakland,,0.333,1.000,0.476,0.442,,0.459,--
3140,2007-07-20,St. Louis,,0.333,0.000,0.526,0.400,,0.458,0.000
3141,2007-07-20,Chi Sox,,0.667,1.000,0.421,0.477,,0.451,--
3142,2007-07-20,Pittsburgh,,0.000,0.000,0.489,0.366,,0.430,--
3143,2007-07-20,Texas,,0.333,0.000,0.487,0.378,,0.429,--
3144,2007-07-20,SF Giants,,0.333,0.000,0.488,0.357,,0.424,--
3145,2007-07-20,Washington,,0.667,1.000,0.444,0.400,,0.424,--
3146,2007-07-20,Cincinnati,,1.000,1.000,0.429,0.409,,0.419,1.000
3147,2007-07-20,Baltimore,,0.333,0.000,0.462,0.372,,0.415,--
3148,2007-07-20,Houston,,0.333,0.000,0.524,0.289,,0.402,--
3149,2007-07-20,Tampa Bay,,0.667,0.000,0.444,0.306,,0.383,--
3150,2007-07-21,LA Angels,,0.333,0.000,0.698,0.571,,0.635,--
3151,2007-07-21,Detroit,,0.667,0.000,0.548,0.667,,0.605,--
3152,2007-07-21,Cleveland,,0.667,1.000,0.698,0.511,,0.602,--
3153,2007-07-21,Seattle,,0.667,1.000,0.659,0.524,,0.593,--
3154,2007-07-21,Boston,,0.333,1.000,0.591,0.539,,0.566,--
3155,2007-07-21,San Diego,,0.667,0.000,0.565,0.564,,0.565,0.000
3156,2007-07-21,Milwaukee,,0.333,0.000,0.694,0.395,,0.563,--
3157,2007-07-21,Chi Cubs,,1.000,1.000,0.581,0.535,,0.558,1.000
3158,2007-07-21,NY Mets,,0.667,1.000,0.558,0.533,,0.546,--
3159,2007-07-21,LA Dodgers,,0.333,0.000,0.533,0.548,,0.540,--
3160,2007-07-21,Atlanta,,0.333,0.000,0.488,0.558,,0.523,1.000
3161,2007-07-21,Philadelphia,,0.333,1.000,0.548,0.500,,0.522,0.000
3162,2007-07-21,NY Yankees,,0.333,0.000,0.605,0.410,,0.512,--
3163,2007-07-21,Minnesota,,0.333,1.000,0.548,0.476,,0.512,1.000
3164,2007-07-21,Colorado,,0.667,1.000,0.571,0.455,,0.512,--
3165,2007-07-21,Arizona,,0.333,0.000,0.590,0.429,,0.500,--
3166,2007-07-21,Miami,,0.333,1.000,0.435,0.548,,0.489,--
3167,2007-07-21,Kansas City,,1.000,1.000,0.455,0.526,,0.488,--
3168,2007-07-21,Toronto,,0.333,0.000,0.568,0.396,,0.471,0.000
3169,2007-07-21,St. Louis,,0.667,1.000,0.526,0.413,,0.464,0.000
3170,2007-07-21,Oakland,,0.333,0.000,0.465,0.442,,0.454,--
3171,2007-07-21,Chi Sox,,0.667,0.000,0.421,0.467,,0.446,--
3172,2007-07-21,SF Giants,,0.333,1.000,0.488,0.372,,0.430,--
3173,2007-07-21,Pittsburgh,,0.000,0.000,0.478,0.366,,0.425,--
3174,2007-07-21,Texas,,0.000,0.000,0.475,0.378,,0.424,--
3175,2007-07-21,Baltimore,,0.667,1.000,0.462,0.386,,0.422,--
3176,2007-07-21,Washington,,0.667,0.000,0.435,0.400,,0.419,--
3177,2007-07-21,Cincinnati,,0.667,0.000,0.429,0.400,,0.414,1.000
3178,2007-07-21,Houston,,0.667,1.000,0.524,0.304,,0.409,--
3179,2007-07-21,Tampa Bay,,0.667,1.000,0.444,0.324,,0.390,--
3180,2007-07-22,LA Angels,,0.333,0.000,0.698,0.558,,0.628,--
3181,2007-07-22,Detroit,,0.667,1.000,0.558,0.667,,0.610,--
3182,2007-07-22,Cleveland,,0.667,0.000,0.698,0.500,,0.596,--
3183,2007-07-22,Seattle,,0.667,0.000,0.659,0.512,,0.586,--
3184,2007-07-22,Boston,,0.667,1.000,0.600,0.539,,0.571,--
3185,2007-07-22,San Diego,,0.333,0.000,0.553,0.564,,0.558,0.000
3186,2007-07-22,Milwaukee,,0.333,0.000,0.680,0.395,,0.557,--
3187,2007-07-22,Chi Cubs,,0.667,0.000,0.568,0.535,,0.552,1.000
3188,2007-07-22,LA Dodgers,,0.333,1.000,0.544,0.548,,0.546,--
3189,2007-07-22,NY Mets,,0.667,0.000,0.558,0.522,,0.539,--
3190,2007-07-22,Atlanta,,0.667,1.000,0.500,0.558,,0.529,1.000
3191,2007-07-22,Philadelphia,,0.667,1.000,0.548,0.510,,0.528,0.000
3192,2007-07-22,NY Yankees,,0.333,1.000,0.614,0.410,,0.518,--
3193,2007-07-22,Minnesota,,0.667,1.000,0.558,0.476,,0.518,1.000
3194,2007-07-22,Colorado,,0.333,0.000,0.571,0.444,,0.506,--
3195,2007-07-22,Arizona,,0.333,1.000,0.590,0.440,,0.506,--
3196,2007-07-22,Miami,,0.667,1.000,0.447,0.548,,0.494,--
3197,2007-07-22,Kansas City,,0.667,0.000,0.455,0.513,,0.482,--
3198,2007-07-22,Toronto,,0.667,1.000,0.579,0.396,,0.477,0.000
3199,2007-07-22,Oakland,,0.667,1.000,0.477,0.442,,0.460,--
3200,2007-07-22,St. Louis,,0.333,0.000,0.526,0.404,,0.459,0.000
3201,2007-07-22,Chi Sox,,0.333,0.000,0.421,0.457,,0.441,--
3202,2007-07-22,SF Giants,,0.667,1.000,0.488,0.386,,0.437,--
3203,2007-07-22,Pittsburgh,,0.333,1.000,0.489,0.366,,0.432,--
3204,2007-07-22,Texas,,0.333,1.000,0.488,0.378,,0.430,--
3205,2007-07-22,Washington,,0.667,1.000,0.447,0.400,,0.425,--
3206,2007-07-22,Baltimore,,0.333,0.000,0.462,0.378,,0.417,--
3207,2007-07-22,Cincinnati,,0.333,0.000,0.429,0.391,,0.409,1.000
3208,2007-07-22,Houston,,0.333,0.000,0.524,0.298,,0.405,--
3209,2007-07-22,Tampa Bay,,0.333,0.000,0.444,0.316,,0.386,--
3210,2007-07-23,LA Angels,,0.333,1.000,0.698,0.568,,0.632,--
3211,2007-07-23,Detroit,,0.333,0.000,0.546,0.667,,0.602,--
3212,2007-07-23,Cleveland,,0.667,1.000,0.698,0.511,,0.600,--
3213,2007-07-23,Seattle,,0.333,0.000,0.659,0.500,,0.580,--
3214,2007-07-23,Boston,,1.000,1.000,0.609,0.539,,0.577,--
3215,2007-07-23,Milwaukee,,0.333,1.000,0.686,0.395,,0.562,--
3216,2007-07-23,San Diego,,0.000,0.000,0.542,0.564,,0.552,0.000
3217,2007-07-23,Chi Cubs,,0.333,0.000,0.556,0.535,,0.546,1.000
3218,2007-07-23,NY Mets,,0.667,1.000,0.558,0.532,,0.544,--
3219,2007-07-23,LA Dodgers,,0.333,0.000,0.532,0.548,,0.539,--
3220,2007-07-23,Philadelphia,,1.000,1.000,0.548,0.520,,0.533,0.000
3221,2007-07-23,NY Yankees,,0.667,1.000,0.622,0.410,,0.524,--
3222,2007-07-23,Atlanta,,0.333,0.000,0.489,0.558,,0.523,1.000
3223,2007-07-23,Minnesota,,0.667,0.000,0.546,0.476,,0.512,1.000
3224,2007-07-23,Arizona,,0.667,1.000,0.590,0.451,,0.511,--
3225,2007-07-23,Colorado,,0.333,0.000,0.571,0.435,,0.500,--
3226,2007-07-23,Miami,,1.000,1.000,0.458,0.548,,0.500,--
3227,2007-07-23,Kansas City,,0.667,1.000,0.455,0.525,,0.488,--
3228,2007-07-23,Toronto,,0.667,1.000,0.590,0.396,,0.483,0.000
3229,2007-07-23,St. Louis,,0.667,1.000,0.526,0.417,,0.465,0.000
3230,2007-07-23,Oakland,,0.333,0.000,0.467,0.442,,0.455,--
3231,2007-07-23,Chi Sox,,0.000,0.000,0.421,0.447,,0.435,--
3232,2007-07-23,SF Giants,,0.667,0.000,0.488,0.378,,0.432,--
3233,2007-07-23,Washington,,0.667,1.000,0.458,0.400,,0.432,--
3234,2007-07-23,Pittsburgh,,0.333,0.000,0.479,0.366,,0.427,--
3235,2007-07-23,Texas,,0.333,0.000,0.476,0.378,,0.425,--
3236,2007-07-23,Baltimore,,0.667,1.000,0.462,0.391,,0.424,--
3237,2007-07-23,Houston,,0.667,1.000,0.524,0.313,,0.411,--
3238,2007-07-23,Cincinnati,,0.000,0.000,0.429,0.383,,0.405,1.000
3239,2007-07-23,Tampa Bay,,0.333,0.000,0.444,0.308,,0.381,--
3240,2007-07-24,LA Angels,,0.333,0.000,0.682,0.568,,0.625,--
3241,2007-07-24,Detroit,,0.667,1.000,0.546,0.675,,0.607,--
3242,2007-07-24,Cleveland,,0.333,0.000,0.682,0.511,,0.593,--
3243,2007-07-24,Boston,,1.000,1.000,0.609,0.550,,0.581,--
3244,2007-07-24,Seattle,,0.000,0.000,0.659,0.489,,0.573,--
3245,2007-07-24,Milwaukee,,0.333,0.000,0.686,0.385,,0.556,--
3246,2007-07-24,Chi Cubs,,0.333,0.000,0.556,0.535,,0.546,1.000
3247,2007-07-24,San Diego,,0.000,0.000,0.542,0.550,,0.546,0.000
3248,2007-07-24,NY Mets,,0.667,1.000,0.558,0.532,,0.544,--
3249,2007-07-24,LA Dodgers,,0.667,1.000,0.532,0.558,,0.544,--
3250,2007-07-24,Philadelphia,,1.000,1.000,0.548,0.520,,0.533,0.000
3251,2007-07-24,NY Yankees,,1.000,1.000,0.622,0.425,,0.529,--
3252,2007-07-24,Atlanta,,0.667,1.000,0.489,0.568,,0.528,1.000
3253,2007-07-24,Arizona,,1.000,1.000,0.600,0.451,,0.517,--
3254,2007-07-24,Minnesota,,0.333,0.000,0.546,0.465,,0.506,1.000
3255,2007-07-24,Colorado,,0.333,1.000,0.581,0.435,,0.506,--
3256,2007-07-24,Miami,,0.667,0.000,0.458,0.535,,0.495,--
3257,2007-07-24,Toronto,,1.000,1.000,0.600,0.396,,0.489,0.000
3258,2007-07-24,Kansas City,,0.333,0.000,0.444,0.525,,0.482,--
3259,2007-07-24,St. Louis,,0.667,1.000,0.526,0.417,,0.465,0.000
3260,2007-07-24,Oakland,,0.667,1.000,0.467,0.455,,0.461,--
3261,2007-07-24,Washington,,0.667,1.000,0.458,0.400,,0.432,--
3262,2007-07-24,Texas,,0.667,1.000,0.488,0.378,,0.432,--
3263,2007-07-24,Chi Sox,,0.000,0.000,0.410,0.447,,0.430,--
3264,2007-07-24,SF Giants,,0.333,0.000,0.477,0.378,,0.427,--
3265,2007-07-24,Pittsburgh,,0.333,0.000,0.479,0.366,,0.427,--
3266,2007-07-24,Baltimore,,0.667,1.000,0.462,0.391,,0.424,--
3267,2007-07-24,Cincinnati,,0.333,1.000,0.442,0.383,,0.411,1.000
3268,2007-07-24,Houston,,0.333,0.000,0.512,0.313,,0.407,--
3269,2007-07-24,Tampa Bay,,0.333,0.000,0.444,0.308,,0.381,--
3270,2007-07-25,LA Angels,,0.333,0.000,0.667,0.568,,0.618,--
3271,2007-07-25,Detroit,,0.333,0.000,0.546,0.659,,0.600,--
3272,2007-07-25,Cleveland,,0.333,0.000,0.667,0.511,,0.587,--
3273,2007-07-25,Boston,,1.000,1.000,0.609,0.561,,0.586,--
3274,2007-07-25,Seattle,,0.000,0.000,0.659,0.478,,0.567,--
3275,2007-07-25,Milwaukee,,0.667,1.000,0.686,0.400,,0.560,--
3276,2007-07-25,San Diego,,0.333,1.000,0.542,0.561,,0.551,0.000
3277,2007-07-25,Chi Cubs,,0.333,1.000,0.556,0.546,,0.551,1.000
3278,2007-07-25,NY Mets,,0.667,1.000,0.568,0.532,,0.550,--
3279,2007-07-25,LA Dodgers,,0.333,0.000,0.532,0.546,,0.539,--
3280,2007-07-25,Philadelphia,,1.000,1.000,0.558,0.520,,0.538,0.000
3281,2007-07-25,NY Yankees,,1.000,1.000,0.622,0.439,,0.535,--
3282,2007-07-25,Atlanta,,0.667,1.000,0.489,0.578,,0.533,1.000
3283,2007-07-25,Arizona,,1.000,1.000,0.610,0.451,,0.522,--
3284,2007-07-25,Minnesota,,0.000,0.000,0.546,0.455,,0.500,1.000
3285,2007-07-25,Colorado,,0.333,0.000,0.568,0.435,,0.500,--
3286,2007-07-25,Toronto,,1.000,1.000,0.610,0.396,,0.494,0.000
3287,2007-07-25,Miami,,0.333,0.000,0.458,0.523,,0.489,--
3288,2007-07-25,Kansas City,,0.333,0.000,0.435,0.525,,0.477,--
3289,2007-07-25,Oakland,,0.667,1.000,0.467,0.467,,0.467,--
3290,2007-07-25,St. Louis,,0.333,0.000,0.513,0.417,,0.460,0.000
3291,2007-07-25,Texas,,0.667,1.000,0.500,0.378,,0.438,--
3292,2007-07-25,Chi Sox,,0.333,1.000,0.425,0.447,,0.437,--
3293,2007-07-25,Baltimore,,0.667,1.000,0.475,0.391,,0.430,--
